property_id,property_name,city,state,site_review_count,site_review_rating
2.01E+17,Hotel Aravali,MountAbu,,,
2.01E+17,Hotel Fifth Season,Pahalgam,,,
2.01E+17,HOTEL JHANKAR,Meerut,,,
2.01E+17,Hotel Banjara,MountAbu,,,
2.02E+17,Silver Sand Beach Resort,NeilIsland,,,
2.01E+16,Eco Tones,Munnar,,,
2.01E+16,Hotel Royal Batoo,Pahalgam,,,
2.01E+17,Hotel Goverdhan Palace,Mathura,,,
2.01E+17,Vikram Vintage Inn,Nainital,,,
2.02E+16,Shree Vilas Hotel,Nathdwara,,,
2.02E+17,Hotel Geeta Shri,Omkareshwar,,,
2.01E+17,Anand Resorts,Nasik,,,
2.02E+17,Sun N Shade Resort,Matheran,,,
2.02E+17,Hotel Nawalgarh Plaza,Nawalgarh,,,
2.01E+17,WelcomHeritage Kasmanda Palace,Mussoorie,,,
2.01E+17,Hotel Ganpati,Orchha,,,
2.02E+17,Karthik Resorts,Nainital,,,
2.01E+17,Hotel Tokyo Vihar,Bodhgaya,,,
2.01E+17,Hotel Shakun,Bhilai,,,
2.01E+17,Sangeetha hotel,Cochin,,,
2.02E+17,Maitri Residency,Bhubaneshwar,,,
2.02E+17,Hotel Corona Bharuch,Bharuch,,,
2.01E+16,NISARGAYAN RESORT,Chandrapur,,,
2.01E+17,Hotel Babu Palace,Bikaner,,,
2.02E+16,Hotel Anand,Bilaspur,,,
2.01E+17,Hotel Vardhman,Bhopal,,,
2.02E+17,Forest Transit,Coimbatore,,,
2.01E+17,Hotel Mayura Yatrinivas Chitradurga - KSTDC,Chitradurga,,,
2.01E+17,Heritage Haveli,Chandigarh,,,
2.01E+17,Akshra Serviced Apartments Saibaba Colony,Coimbatore,,,
3.27E+15,"Villa Homestay, Cochin, Kerala",Cochin,,,
2.02E+16,Mud Fort KUCHESAR,Bulandshahr,,,
2.01E+17,Hotel Central point International,Bilaspur,,,
2.02E+17,Thulasi Rams Service Apartments,Coimbatore,,,
2.02E+16,Magpie Camp CHOPTA,Chopta,,,
2.01E+17,Hotel Malji Ka Kamra,Churu,,,
2.01E+17,The Serai - Chikmagalur,Chikmagalur,,,
2.01E+17,Runnymede Guest House,Coonoor,,,
2.02E+17,Hotel Tilak,Bhopal,,,
2.02E+17,Hotel New Vansh,Chandigarh,,,
2.01E+17,Le Linda Homestay,Cochin,,,
2.01E+17,Abaam Cochin,Cochin,,,
2.02E+17,Hotel Seyon Plaza,Coimbatore,,,
2.01E+17,Sukhada beach homestay,Cochin,,,
2.02E+16,Arya Palace,Bhopal,,,
2.01E+17,Kavitha residency,Cochin,,,
2.01E+16,Kailash Palace,Chandigarh,,,
2.02E+17,Bharat Palace,Bikaner,,,
2.02E+17,hotel Golden palace,Chandigarh,,,
2.02E+17,Hotel Chandna Residency,Bundi,,,
2.01E+17,Crystalline Homestay,Cochin,,,
2.02E+17,Western Ghats Adventure Camp,Chikmagalur,,,
2.02E+17,Spoonbill,Bharatpur,,,
2.01E+16,Sarao Hotel,Chandigarh,,,
2.01E+17,Hotel S M Regency,Cochin,,,
2.01E+17,Hotel AL Ritz,Chidambaram,,,
2.01E+17,Kamal Regency Hotel,Bhopal,,,
2.01E+17,Thippanahalli Homestay,Chikmagalur,,,
2.02E+17,Sitara house,Cochin,,,
2.01E+17,Gama Heritage Residency,Cochin,,,
2.01E+17,Shivas Solace by Samaira,Bhimtal,,,
2.01E+17,Vasco HomeStay,Cochin,,,
2.02E+17,HOTEL BAJRANG,Bundi,,,
2.01E+17,Sealord Hotel,Cochin,,,
2.01E+17,Hotel Iris,Bhatinda,,,
2.01E+17,Metro 43,Chandigarh,,,
2.01E+17,Hotel Natraj,Churu,,,
2.02E+17,Hotel Bumchik,Bhopal,,,
2.01E+17,The Riverview Resort,Chiplun,,,
2.01E+17,Toshali Resorts Pushpagiri Bhubaneshwar,Bhubaneshwar,,,
2.01E+17,Joe Home Stay,Chikmagalur,,,
2.01E+17,Sreemangala towers,Cochin,,,
2.01E+17,Pakshikoota Homestay,Chikmagalur,,,
2.01E+17,Kasera Heritage View Haveli,Bundi,,,
2.01E+17,Hotel Lalita Palace,Chintpurni,,,
2.01E+16,Park Regency,Bharatpur,,,
2.01E+17,Hotel Amantran,Bhilai,,,
2.01E+17,Hotel Grand 3D,Bhuj,,,
2.01E+17,Hotel Sangam,Chandigarh,,,
2.02E+17,Krishna Guest House Plot 1,Bhiwadi,,,
2.02E+17,HOTEL NARESH,Bokaro,,,
2.02E+17,Amit Palace and Restaurant,Bhilwara,,,
2.01E+17,Hotel Hilda Nedumkandam,Cochin,,,
2.01E+17,Hotel City Edge,Chandigarh,,,
2.01E+17,Hotel Party Inn,Bhatinda,,,
2.02E+17,WOOD HIVE SERVICED VILLA,Cochin,,,
2.02E+17,Tristar Hotel,Chandrapur,,,
3.27E+15,Stay in a historic Tea Bungalow owned by the Dempo Family,Cochin,,,
2.02E+17,Hotel Oberoi,Chandigarh,,,
2.02E+17,The Markz Inn Luxury Business Hotel,Cochin,,,
2.01E+17,Hotel Pepper Routes,Cochin,,,
2.01E+17,Classic Residency,Chandigarh,,,
2.01E+17,Hotel Orbit Chandigarh,Chandigarh,,,
2.02E+17,Golden Hotel,Chandigarh,,,
2.01E+17,Sreekrishna Tourist Home,Cochin,,,
2.01E+17,Hotel Oasis,Bhuj,,,
2.01E+17,Hotel Pratap Palace,Chittorgarh,,,
2.01E+17,North Centre,Cochin,,,
2.02E+16,Hotel Sona,Jaisalmer,,,
2.01E+17,Hotel Mirabel,Jajpur,,,
2.01E+17,Grand Heritage Narmada Jacksons,Jabalpur,Madhya Pradesh,,
2.01E+17,Hotel Sahara Excellency,Jammu,Jammu and Kashmir,,
2.01E+17,Hotel Taru Inn,Jodhpur,Rajasthan,,
2.02E+17,The Silver Palm,Indore,indore,,
2.01E+17,Hotel Park Inn,Jammu,Jammu and Kashmir,,
2.01E+17,Hotel Vikas,Jhansi,Uttar Pradesh,,
2.01E+17,Hotel Raas,Jodhpur,Rajasthan,,
2.01E+17,Hotel Desert Tulip,Jaisalmer,Rajasthan,,
2.02E+17,Shanti Sarovar Resort,Jawhar,,,
2.01E+16,Colonels Retreat Home,Jammu,Jammu & Kashmir,,
2.01E+15,Kalinga Hotel,Jodhpur,Rajasthan,,
2.01E+17,Rewa Resort,Indore,mp,,
2.02E+17,Hotel New Red Rose,Jammu,Jammu,,
2.01E+17,HOTEL Sangam,Jammu,jammu,,
2.01E+17,The Citi Inn,Jamshedpur,Jarkhand,,
2.01E+17,Desert Safariors Camps,Jaisalmer,Rajasthan,,
2.01E+17,Hotel Sunder,Indore,,,
2.01E+17,Gurukul Accomodation,Indore,,,
2.01E+17,Jhelum Resort,Jammu,Jammu,,
2.02E+16,Hotel Divya Palace,Indore,indore,,
2.02E+17,Hotel Ashutosh,Jaunpur,Uttar Pradesh,,
2.01E+17,Nomads Guest House,Jaisalmer,Rajasthan,,
2.01E+17,The Golden House,Jaisalmer,Rajasthan,,
2.01E+17,B M International,Jammu,jammu,,
2.01E+17,Hotel South Park,Jamshedpur,jharkhand,,
2.01E+17,Mool Raj Sagar,Jaisalmer,Rajasthan,,
2.02E+17,hotel City view,Jodhpur,Rajasthan,,
2.01E+17,BANYAN GROVE,Jorhat,Assam,,
2.01E+17,Hotel Apex International,Jodhpur,Rajasthan,,
2.01E+15,Hotel Moonlight,Jaisalmer,Rajasthan,,
2.02E+17,Hotel Shailja Ratna Palace,JASIDIH,Jharkhand,,
2.02E+17,Desert Dream Royal Camp,Jaisalmer,Rajasthan,,
2.02E+17,Hotel Dayal Residency,Jajpur,,,
2.02E+17,City Lodge,Kadapa,Andhra Pradesh,,
2.01E+17,Hotel Dinesh,Jind,Haryana,,
2.01E+17,Hotel Abhishek,Jamshedpur,Jharkhand,,
2.01E+16,Hotel Prestige,Indore,,,
2.02E+17,Hotel Gupta Resorts,Jammu,jammu and kashmir,,
2.02E+16,Silver Oak Vatika,Indore,,,
2.01E+17,Hotel Akshey,Jodhpur,Rajasthan,,
2.01E+17,Maple Hotel,Jalandhar,,,
2.01E+17,Hotel Jeet Mahal,Jaisalmer,Rajasthan,,
2.01E+17,"Hotel Poonam Palace, Ramdevra",Jaisalmer,Rajasthan,,
2.01E+17,Mangal Haveli Guest House,Jodhpur,Rajasthan,,
2.02E+17,Pratap Niwas - An Amritara Resort,Jodhpur,Rajasthan,,
2.01E+16,Desert Safari Planner Exclusive Campsite Real Camping,Jaisalmer,,,
2.01E+17,Hotel Avtar,Jabalpur,,,
2.01E+17,Hotel Otara Luxury Home Stay,Jodhpur,Rajasthan,,
2.02E+17,Hotel Kunjal Haveli,Jaisalmer,,,
2.01E+17,Park View Residency,Kodaikanal,tamil Nadu,,
2.01E+17,Magotra Palace,Katra,jammu,,
2.01E+17,Noor Mahal,Karnal,Haryana,,
2.02E+17,Hotel Raj Palace,Katni,MP,,
2.02E+17,Hotel Continent Panchvati,Katra,Jammu,,
2.01E+17,Hotel Isabel Palace,Khajuraho,Madhya Pradesh,,
2.01E+17,Raj Residency,Kasargod,Kerala,,
2.02E+17,raja s lodge,Kanchipuram,,,
2.01E+17,"Pine Drive Resort, Barog",Kasauli,Himachal Pradesh,,
2.02E+17,Hotel Vishnu Paradise,Khammam,Telangana,,
2.01E+16,GREEN HILL RESORT,Kalimpong,WEST BENGAL,,
2.02E+17,Ginger Katra,Katra,Jammu and Kashmir,,
2.01E+17,Aryawart Hotel,Kanpur,,,
2.02E+17,Hotel Rass,Kanpur,UP,,
2.01E+17,Camp Little Jaguar,Kanatal,Uttrakhand,,
2.01E+17,Richwin Hotel,Kodaikanal,Tamilnadu,,
2.01E+17,Hotel Euro Star Inn,Khajuraho,Madhya Pradesh,,
2.01E+17,Panna Tiger Resort-15 Minutes from Khajuraho,Khajuraho,Madhya Pradesh,,
2.01E+17,Hotel Katra Continental,Katra,J & K State,,
2.01E+17,Hotel Grover,Kangra,,,
2.01E+17,"Krishna Mountview, Mountain Resort",Kausani,Uttrakhand,,
2.02E+17,Hotel Aanchal,Kalka,haryana,,
2.01E+17,Kinner Villa,Kinnaur,Himachal Pradesh,,
2.02E+17,Hotel New View Green Katra,Katra,Jammu and Kashmir,,
2.02E+17,Mountain Resort,Kausani,,,
2.01E+16,Hotel Asia Shripati,Katra,Jammu and Kashmir,,
2.02E+17,La Flora Santhigiri Ayurvedic Heritage,Kodaikanal,Tamil Nadu,,
2.02E+17,Gp Residency AC Lodge,Kakinada,Andhra Pradesh,,
2.02E+17,Sri Sai Residency Inn,Kakinada,ANDHRA PRADESH,,
2.02E+17,Cgate Residency,Kanyakumari,Tamilnadu,,
2.02E+17,Dreamz hotel,Karnal,Haryana,,
2.01E+16,HOTEL SWETHA,Karimnagar,Telangana,,
2.02E+17,Hotel Reddison Square,Katra,Jammu And Kashmir,,
2.01E+17,Hotel Swastik,Katra,Jammu and Kashmir,,
2.01E+17,Hotel Apple Valley,Kodaikanal,Tamil Nadu,,
2.01E+17,Chevron Mountain Villa,Kausani,Uttrakhand,,
2.01E+17,Malabar Ocean Front Resort and Spa,Kasargod,Kerala,,
2.01E+17,Appus Holidays,Kodaikanal,Tamilnadu,,
2.01E+17,Hotel New Green View,Katra,katra,,
2.02E+17,DeeJay by One Earth,Kangra,Himachal Pradesh,,
2.01E+17,Hotel Gaurav,Kanpur,,,
2.02E+16,THE BIRDS VIEW,Kalimpong,,,
2.01E+17,Nachi Residency,Karaikudi,,,
2.01E+16,Shivalik Valley Resorts,Kedarnath,Uttarakhand,,
2.01E+17,Hotel Shree Hari Nivas,Katra,Jammu,,
2.02E+17,Hotel Shriniketan,Kalimpong,West Bengal,,
2.02E+17,Jem Valley,Kodaikanal,TamilNadu,,
2.01E+17,Hotel Krishna Cottage,Khajuraho,Madhya Pradesh,,
201503231314242440&i=,CLUB 7 MALL AND HOTEL,Pathanamthitta,,,
201602291727283124&i=,Hotel Golden Dream,Pune,,,
201412031407134209&i=,Hotel New Broadway,Patnitop,,,
201503301819503248&i=,New Indraprastha Hotel,Pathanamthitta,,,
201408271742095634&i=,Hotel Sambit Palace Puri,Puri,,,
201512211723474959&i=,Thakur Homestay,Nahan,,,
201601251446104089&i=,Hotel Swarn Mahal,Panipat,,,
20111214173619910&i=,Hotel Niladri,Puri,,,
201308101943423328&i=,Hotel Vikrant,Pune,,,
201512151609595164&i=,Hotel Amrit Residency,Nanded,,,
201506131233164151&i=,Western Valley Resorts,Nilgiri,,,
201109051811194590&i=,Hotel Monarch Rama,Orchha,,,
201601141658543792&i=,Hotel Kapil Residency,Pune,,,
201411261615241658&i=,Mystique Meadows Swiss Cottage Camps,NubraValley,,,
201301221829304967&i=,Hotel Regency,Panipat,,,
201209131456055534&i=,Hi 5 Hotel and Experience,Nasik,,,
201403242040452820&i=,Himalayan Retreat & Resort,Pelling,,,
201512181658249241&i=,New Jungle Darbar,Pench,,,
201412291733218602&i=,IPRASS Service apartments Senapati Bapat Marg 1,Pune,,,
20141230145032423&i=,Camp Mehi,Nainital,,,
20160319205532474&i=,Hotel Teak Wood Executive,Nanded,,,
201411201702004987&i=,Hotel Bhakti palace,Nathdwara,,,
201505301755446041&i=,Kalpavruksham Hospitality Services,Pune,,,
201512021042482496&i=,Himalayan Eco Lodge,NewTehri,,,
201503251319188842&i=,Hotel Venice,Pathankot,,,
200709071421447126&i=,Hotel Panchvati Yatri,Nasik,,,
201411051343069061&i=,Hotel Ashoka Residency,Pinjore,,,
201206051155298748&i=,Hotel Airlines,Mysore,,,
201510221937543801&i=,Galaxy Service Apartment,Pune,,,
200804091247579611&i=,Mayfair Heritage,Puri,,,
20110807121057822&i=,Hotel Swasti,Pune,,,
201503091317424488&i=,Finesse International Guest House Services Pvt Ltd - Kalyani Nagar,Pune,,,
200710251247428438&i=,"Shikha Inn Resort, Bhimtal, 20 kms from Nainital",Nainital,,,
20160114104544239&i=,The Dense A Jungle Resort,Pollachi,,,
200701201243414434&i=,Timber Trail Heights,Parwanoo,,,
201411142047255517&i=,UNA Homestay Sheenwynds,Pahalgam,,,
201304241522175379&i=,MTR Residency,Mysore,,,
20141110162926924&i=,Binus Homestay,Muvattupuzha,,,
20141202104347810&i=,Ganesh Palace,Mysore,,,
201406091646256604&i=,Hotel Shreyas,Pune,,,
201409191343178996&i=,Hotel Unite,Pathankot,,,
201512021414098413&i=,Sitara,Pelling,,,
201503262020472663&i=,Hotel Mourya Paradise,Nellore,,,
201602111239223876&i=,Hotel Elite Galaxy,Pune,,,
201601211917489083&i=,Hotel Sitara Inn,Pune,,,
201409011109534385&i=,Dhanyaddhara Residency Guest House,Patna,,,
201409302223462736&i=,Treehouse Dwarka,Neemrana,,,
201004151234376354&i=,AR Suites Fontana Bay,Pune,,,
201203051527098955&i=,Hotel President,Porbandar,,,
200708241650475894&i=,Hotel Centre Point,Nagpur,,,
201410081151282871&i=,Burans Khanda,Mussoorie,,,
201411252002279340&i=,Harison Continental,Patna,,,
201311161448155847&i=,Green Oak Resort - Mukteshwar,Nainital,,,
201405031803455979&i=,Hotel Kokha Wilderness Camp (P) Ltd,Pench,,,
20091123160639541&i=,S K Residency,Mysore,,,
201409251542124631&i=,Hotel Orange Tree,Nasik,,,
201203121049066152&i=,Hotel Mehtaba,Pahalgam,,,
201503101545027762&i=,PA Resort,Namakkal,,,
200903171827255498&i=,St Laurn Business Hotel,Pune,,,
201409111631223154&i=,Hotel Seasons Aundh,Pune,,,
20150629121154316&i=,Hotel Savera,Patna,,,
201603141203553336&i=,Hotel Green Plaza,Pune,,,
201601191924431697&i=,Hotel Royal Palza,Phulbani,,,
201107121046399226&i=,Mantra Resorts,Pune,,,
201104131624037249&i=,Hotel Chail Residency,Parwanoo,,,
200902151321552609&i=,Hotel Sadanand Regency,Pune,,,
201312161724051441&i=,Hotel Frontline Residency,Patna,,,
2014111223545124&i=,My India,Panipat,,,
201001271511431255&i=,Hotel Sapphire Inn,Nainital,,,
201408211642187866&i=,Yesh Park,Nellore,,,
201411121402109983&i=,Hotel Shreenath,Nathdwara,,,
201411261231139477&i=,Pearl Park Beach Resort,NeilIsland,,,
201201121905412447&i=,Vora Corporate Inn,Nagpur,,,
201512071435512076&i=,Royalle Villas1,Panchgani,,,
201410251441012839&i=,Aavass Inn Paradise,Mysore,,,
201409221850097087&i=,The Country Club Mysore,Mysore,,,
200811191758419164&i=,Hotel Brentwood's Sanctuary,Mussoorie,,,
201402071426342651&i=,Hotel Western Park,Pune,,,
201305091151028416&i=,Hotel Camp Milieu - A Birding Paradise,Nainital,,,
201502141751004433&i=,Hotel Sai Baba,Nasik,,,
201411261752584281&i=,Sunflower Resorts,Pahalgam,,,
201502261328198015&i=,Kurja Resort,Phalodi,,,
200712181839534131&i=,"Hotel Vanvilas, Bhimtal, 20 kms from Nainital",Nainital,,,
201010231724421655&i=,Fortune Inn Exotica,Pune,,,
201602191626487802&i=,LAL NIWAS PALACE,Phalodi,,,
201601201212308897&i=,Swami Narayan Residency,Nasik,,,
201304231650358754&i=,The Quorum,Mysore,,,
201512151659302895&i=,Magpie mountain palace,Nainital,,,
201510271112531964&i=,Hotel Royal Lodging,Pune,,,
201412151605399069&i=,The White Coral,PortBlair,,,
201409222243291703&i=,Hotel TNG,Patiala,,,
201411071306207022&i=,Hotel PikNik,Mussoorie,,,
201410261850376136&i=,"Gemini Inn, Bhowali, 11 km from Nainital",Nainital,,,
201501201657187048&i=,Nimaj Palace,Nimaj,,,
201410211018431647&i=,Hotel Midtown INN Nasik,Nasik,,,
20151203115024820&i=,Olive Service Apartments Hinjewadi,Pune,,,
201312091740076080&i=,Hotel Ashiyana,Pune,,,
201511252155269558&i=,Hotel SKS Goldmine,PortBlair,,,
201412121420061756&i=,Hotel Shivam,Mussoorie,,,
201206111212315750&i=,Manisha Service Apartments,Pune,,,
201202021413345101&i=,Mahendra Hotel,Mysore,,,
201206051602247612&i=,Hotel Anchorage Inn,PortBlair,,,
201601051156505567&i=,Hotel Heritage Shelters,Mysore,,,
200903251445181233&i=,Pemaling Residency,Pelling,,,
2014111019245661&i=,Hotel Priya International,PortBlair,,,
201511301817162399&i=,Hotel KP Salunki,Phulbani,,,
200701241904018655&i=,Dynasty Resorts Khurpatal,Nainital,,,
201412231222118682&i=,Vrindavan Resort,Pali,,,
20160318123843138&i=,Grand Mercure Mysuru,Mysore,,,
201512281034019997&i=,Mehars Hotel,Pathankot,,,
201409262315091198&i=,Suman Regency,Nainital,,,
201512291832598720&i=,Corporate Comfort Service Apartment Forteleza,Pune,,,
20150819160024359&i=,Shree Vilas Hotel,Nathdwara,,,
20110505130200828&i=,Hotel Maharaja,Nainital,,,
20150105172811721&i=,Hotel Formule1 Pune Pimpri,Pune,,,
201408051434102238&i=,Hotel Residency - Panchgani,Panchgani,,,
201512291603333858&i=,Holiday Home by Getaway Club,Neral,,,
201601281615072846&i=,Hotel Meadows,Nainital,,,
201512161603356205&i=,DS Executive Service Apartment,Nasik,,,
200902060908536822&i=,Hotel Greenland Elegant,Panhala,,,
201411171824265249&i=,Sringar Inn,Muvattupuzha,,,
20160311080620541&i=,Nirvana Residency,Pelling,,,
201503121227199214&i=,PA Lodge,Namakkal,,,
201412261655281912&i=,The Mirage Heritage Homestay,Palampur,,,
201208061434503799&i=,Eqbal Inn & Hotels Ltd.,Patiala,,,
201201181649092623&i=,Hotel President,Nagpur,,,
201111231257524374&i=,Hotel Pushpa,Puri,,,
201410281443349644&i=,Sinagluri residency,Muvattupuzha,,,
201503301841476090&i=,Fatima Tourist Home,Pathanamthitta,,,
20070702211734737&i=,Shree Panchratna Hotel,Pune,,,
201007131247509416&i=,Blue Sea Hotel,PortBlair,,,
201411052104566126&i=,Metro Hotel Nathdwara,Nathdwara,,,
201410291137168866&i=,Hotel Baichung Palace,Pelling,,,
200911101557555034&i=,IBIS Pune,Pune,,,
201411221219279504&i=,Hotel Vysakh Residency,Mysore,,,
201503251311286819&i=,The Haven,Pune,,,
201109091136238762&i=,Hotel Ganpati,Orchha,,,
201411092148325812&i=,Golden Residency,Pahalgam,,,
201503091630082580&i=,Hill Palace Resort,Namakkal,,,
200901071127117789&i=,"Western Court, Panchkula",Panchkula,,,
201507141743459177&i=,J P R Lodge,Namakkal,,,
200912301906339112&i=,Hotel Kamadhenu,Mysore,,,
201307311908209216&i=,Hotel Suraj,Pune,,,
201508261708309798&i=,Le Meridien Nagpur,Nagpur,,,
201503121323425013&i=,ROXEL INN,PortBlair,,,
201105231648361270&i=,Hotel Ahuja,Nainital,,,
201601201516228964&i=,Hotel Vasu International,Phagwara,,,
201411101637566561&i=,Karthika Homestay,Muvattupuzha,,,
201409081609587286&i=,Greenwood Inn and Suites,Mysore,,,
201410082335241369&i=,Saket Hotel Panchmarhi,Pachmarhi,,,
201501201720192880&i=,Hotel New Asian,Patna,,,
201512251158578122&i=,Hotel Emrald,Panna,,,
201511171736292527&i=,Seandee Hospitality,Pune,,,
201411011255436011&i=,Hotel Walia Residency Najibabad,Najibabad,,,
201410271756027040&i=,Radisson Blu Plaza Hotel Mysore,Mysore,,,
20160315181420236&i=,Hotel Inderlok,Najibabad,,,
201408051306295600&i=,Hotel The Square,Nasik,,,
201503041532149671&i=,Devi International,Namakkal,,,
201503301810531720&i=,Yamuna Tourist Home,Pathanamthitta,,,
20091031102651314&i=,Citrus Hotel,Pune,,,
201411171753225050&i=,Iprass service apartment Shashtri nagar,Pune,,,
201010181209586401&i=,Hotel New Holiday Plaza,Nasik,,,
201411101713464480&i=,Muzaffar Inn,Muvattupuzha,,,
201201121337121563&i=,Mowgli's Den,Pench,,,
201412192124462622&i=,sri sai palace,Pokhran,,,
201504291448456543&i=,hotel mourya,Ongole,,,
201507021617345145&i=,Gowri Krishna lodge,Pollachi,,,
200703201701435638&i=,Welcome Park,Nainital,,,
201507151220128785&i=,Krishna Lodge,Namakkal,,,
201511161114581471&i=,Asha Hotel,NorthLakhimpur,,,
201602171634473557&i=,HOTEL LOHARKARS FAMILY,Nagpur,,,
201411281430596151&i=,Hotel Aju Palace,Neemrana,,,
201512282026424595&i=,Corporate Comfort Service Apartment Koregoan Park,Pune,,,
201412282333227958&i=,Malakkarethu Homestay,Pathanamthitta,,,
200705171824217376&i=,Mountain Quail Lodge and Tented Camp,Nainital,,,
200709111544538892&i=,"KC Cross Road, Panchkula",Panchkula,,,
200707021919391669&i=,Hotel Ratnalok,Pune,,,
201506221718342078&i=,Sepoy Grande Hotel,Mysore,,,
201403041437517037&i=,Hotel Silver Star,Mysore,,,
20150330173856302&i=,Paa Bhilasha,Nainital,,,
201601141227457083&i=,Treebo Deccan 8,Pune,,,
201410171008501022&i=,Hotel Oscar,Panchkula,,,
201512041214495101&i=,Serene Tourist Home,Pathanamthitta,,,
20070522200835930&i=,V Resorts Pauri- Bask in Heavenly Sunset,Pauri,,,
200908251239421256&i=,Oakwood Premier,Pune,,,
201510111342047216&i=,Treebo Golden Castle,Mysore,,,
20141222122239145&i=,Marsh Villa Guest House,Nilgiri,,,
201501131531015477&i=,Hotel Real Siachen,NubraValley,,,
201604041324106391&i=,Treebo Golden Emerald,Pune,,,
201411201826409441&i=,The Nikunj River Resort,Nathdwara,,,
201601191928281000&i=,Hotel Ashoka Residency,Patna,,,
201411131744428297&i=,Hotel Comfort Service Apts Kalayni Nagar,Pune,,,
201106151455472093&i=,The Viceroy Comforts-A Leisure Hotel,Mysore,,,
201409140037469641&i=,Sahara Residency,Mysore,,,
201305281313287942&i=,Coco Lagoon by Great Mount Resort,Pollachi,,,
201501081241289215&i=,Hotel Shilpa,Nasik,,,
200707022202402821&i=,Hotel Happy Times - Wasans Inn,Nasik,,,
201410281650375160&i=,Hotel Standard International,Pathankot,,,
2.02E+17,MARIAN INTERNATIONAL,Coimbatore,Tamil Nadu,,
2.02E+17,Wesiwind homestay,Cochin,,,
2.02E+17,Thulasi Rams Service Apartments,Coimbatore,Tamil Nadu,,
2.02E+17,NOTTING HILL HOMESTAY,Coorg,Karnataka,,
2.02E+17,Coorg Livein Plantation Stay,Coorg,Karnataka,,
3.27E+15,Stay between Coconut trees,Cochin,,,
2.01E+16,Hotel Geo Grande,Coimbatore,Tamilnadu,,
2.02E+17,The Waterfront Granary,Cochin,Kerala,,
2.01E+17,Hotel Hill View,Coorg,Karnataka,,
2.01E+17,Leela Krishna Inn,Cochin,Kerala,,
2.01E+17,Shreya Homestays,Coorg,,,
2.02E+17,Xandari Harbour,Cochin,Kerala,,
2.01E+17,Plantation Trails by Tata Coffee,Coorg,Karnataka,,
2.01E+17,Sailesh residency,Cochin,,,
2.02E+17,Rainbow residency THEVARA WATER FRONT COCHIN SERVICED APARTMENTS,Cochin,Kerala,,
2.02E+17,la flora jungle nest,Coorg,karnataka,,
2.02E+17,H S Holiday Home,Coonoor,,,
2.01E+17,Serene Home,Coorg,Karnataka,,
2.01E+17,Coorg County Resort - Coorg,Coorg,Karnataka,,
2.02E+17,stay pleasure Saj homestay,Cochin,Kerela,,
2.02E+17,stay pleasure Rajiv gandhi street Sowripalayam,Coimbatore,tamil nadu,,
2.02E+16,Zip Rooms Thaikkudam Bridge NH 47,Cochin,Kerala,,
2.01E+17,Capitol Village Resort-Madikeri,Coorg,Karnataka,,
2.02E+17,Mary Meridien Coimbatore,Coimbatore,tamilnadu,,
2.02E+17,Reds residency,Cochin,,,
2.02E+16,Hotel Kannika International,Coorg,Karnataka,,
2.02E+17,Crystal Homestay,Coorg,Karnataka,,
2.01E+17,Palm homestay,Cochin,,,
2.01E+17,Bgrows Holiday Homes,Coorg,Karnataka,,
2.02E+16,Hamphire Inn,Cochin,,,
2.01E+17,Silver Stream,Coorg,Karnataka,,
2.01E+17,Hotel Karpagam,Coimbatore,Tamil Nadu,,
2.01E+17,Bhaskaran Homestay,Coorg,,,
2.01E+17,Safeway Apartments,Cochin,Kerala,,
2.02E+17,HOTEL SUBASHREE,Coimbatore,TAMILNADU,,
2.01E+15,Hotel Mayflower Stay,Coorg,,,
2.01E+15,KEDARAM HOMESTAY,Cochin,kerala,,
2.01E+17,The Orbis,Coimbatore,Tamil Nadu,,
2.01E+17,Hotel Royal Castle Inn,Coimbatore,Tamil Nadu,,
2.02E+17,WOOD HIVE SERVICED VILLA,Cochin,Kerala,,
2.01E+17,Karekoppa Guest House,Coorg,,,
2.01E+17,Sangeetha Homestay,Coorg,Karnataka,,
2.01E+17,Alathcad Estaste Holiday Homes,Coorg,Karnataka,,
2.02E+17,Ashiyana Residency,Coorg,Karnataka,,
2.01E+17,Thankam Tourist Home,Cochin,Kerala,,
2.01E+17,The Nest Home Stay,Cochin,Kerala,,
2.01E+17,Bhyrava Homestay,Coorg,Karnataka,,
2.02E+17,ATHITHI HOMES,Cochin,Kerala,,
2.01E+17,Shan Palace,Cochin,,,
2.01E+17,Mythili Homestay,Coorg,Karnataka,,
2.02E+17,Centre Park Serviced Apartments,Coimbatore,,,
3.27E+15,A calm and peaceful atmosphere in Cochin,Cochin,,,
2.01E+17,Hotel Vinayak,Coimbatore,Tamilnadu,,
2.01E+17,XL Homestay,Cochin,Kerala,,
2.01E+17,Runnymede Guest House,Coonoor,Tamil Nadu,,
2.01E+16,The Casiita,Coorg,Karnataka,,
2.02E+17,RECLUSE,Coorg,Karnataka,,
2.01E+17,Maharani Palace,Cooch Behar,west bengal,,
2.02E+17,Casabella Beach House,Cochin,Kerala,,
2.01E+17,Kadkani River Resort,Coorg,Karnataka,,
2.02E+17,Eco Green Homes,Coorg,Karnataka,,
2.01E+17,Sitara Inn,Cochin,,,
2.01E+17,Thaniillam,Cochin,Kerala,,
2.02E+17,Deva Maani Coorg Nature Holidays,Coorg,Karnataka,,
2.01E+17,Sreemanya Tilak,Cochin,,,
2.02E+17,Hotel Mayura Park,Cochin,Kerala,,
